TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
GOS,GOS @ LAC,04/11/1996,W,240,111,45,80,56.3,9,13,69.2,12,16,75.0,9,26,35,23,6,7,14,14,10
DAL,DAL @ POR,04/11/1996,L,240,99,37,101,36.6,10,40,25.0,15,21,71.4,16,29,45,26,8,4,9,20,-15
POR,POR vs. DAL,04/11/1996,W,240,114,45,89,50.6,5,15,33.3,19,28,67.9,13,46,59,24,8,3,12,19,15
NYK,NYK vs. CLE,04/11/1996,L,240,97,33,65,50.8,10,18,55.6,21,25,84.0,13,18,31,22,7,1,18,21,-4
CLE,CLE @ NYK,04/11/1996,W,240,101,34,60,56.7,9,20,45.0,24,30,80.0,6,15,21,20,7,1,14,26,4
CHI,CHI @ NJN,04/11/1996,W,240,113,42,89,47.2,6,18,33.3,23,35,65.7,26,26,52,23,8,4,17,18,13
NJN,NJN vs. CHI,04/11/1996,L,240,100,43,77,55.8,4,10,40.0,10,18,55.6,13,18,31,16,8,3,18,30,-13
MIA,MIA @ CHH,04/10/1996,W,240,116,46,82,56.1,12,20,60.0,12,16,75.0,10,27,37,29,6,5,15,28,21
CHH,CHH vs. MIA,04/10/1996,L,240,95,34,80,42.5,7,16,43.8,20,31,64.5,15,24,39,23,6,2,13,15,-21
ORL,ORL vs. CLE,04/10/1996,W,240,116,40,76,52.6,11,26,42.3,25,31,80.6,17,21,38,26,11,3,11,16,12
CLE,CLE @ ORL,04/10/1996,L,240,104,37,68,54.4,11,22,50.0,19,21,90.5,4,18,22,24,7,7,11,24,-12
VAN,VAN @ SAN,04/10/1996,L,240,82,29,79,36.7,6,19,31.6,18,26,69.2,11,23,34,15,10,3,12,21,-23
SAN,SAN vs. VAN,04/10/1996,W,240,105,43,82,52.4,5,14,35.7,14,24,58.3,17,38,55,27,8,9,15,21,23
UTH,UTH vs. PHX,04/10/1996,W,240,103,43,80,53.8,4,13,30.8,13,22,59.1,9,40,49,33,5,6,10,20,24
PHX,PHX @ UTH,04/10/1996,L,240,79,30,78,38.5,4,13,30.8,15,23,65.2,7,30,37,20,6,3,12,19,-24
SAC,SAC @ SEA,04/10/1996,L,240,89,34,77,44.2,8,20,40.0,13,20,65.0,10,24,34,23,7,7,24,26,-19
SEA,SEA vs. SAC,04/10/1996,W,240,108,40,78,51.3,5,16,31.3,23,25,92.0,13,27,40,27,17,7,18,24,19
DET,DET vs. PHL,04/10/1996,W,240,92,37,77,48.1,8,21,38.1,10,16,62.5,12,37,49,25,4,4,15,19,16
PHL,PHL @ DET,04/10/1996,L,240,76,27,73,37.0,3,19,15.8,19,26,73.1,8,27,35,13,11,3,8,17,-16
LAL,LAL @ MIN,04/10/1996,W,240,111,43,76,56.6,9,17,52.9,16,19,84.2,10,31,41,32,9,9,21,20,21
MIN,MIN vs. LAL,04/10/1996,L,240,90,37,85,43.5,2,9,22.2,14,19,73.7,17,21,38,21,14,8,19,17,-21
WAS,WAS @ BOS,04/10/1996,W,240,122,44,70,62.9,10,13,76.9,24,30,80.0,3,30,33,28,3,8,14,19,14
BOS,BOS vs. WAS,04/10/1996,L,240,108,44,92,47.8,3,15,20.0,17,23,73.9,12,24,36,18,9,2,11,25,-14
DAL,DAL @ SAC,04/09/1996,L,240,86,33,79,41.8,12,26,46.2,8,18,44.4,15,27,42,21,8,5,19,19,-9
SAC,SAC vs. DAL,04/09/1996,W,240,95,41,79,51.9,4,11,36.4,9,15,60.0,10,32,42,26,11,9,17,17,9
VAN,VAN @ HOU,04/09/1996,L,240,84,36,82,43.9,4,19,21.1,8,12,66.7,12,28,40,24,9,3,16,18,-6
HOU,HOU vs. VAN,04/09/1996,W,240,90,34,68,50.0,8,21,38.1,14,20,70.0,6,27,33,27,9,7,17,19,6
TOR,TOR @ MIL,04/09/1996,W,240,102,40,87,46.0,5,10,50.0,17,23,73.9,16,28,44,24,11,3,15,21,6
MIL,MIL vs. TOR,04/09/1996,L,240,96,40,88,45.5,2,17,11.8,14,20,70.0,13,32,45,21,5,4,17,21,-6
POR,POR @ PHX,04/09/1996,W,240,98,34,83,41.0,7,21,33.3,23,27,85.2,12,33,45,24,7,11,11,17,7
PHX,PHX vs. POR,04/09/1996,L,240,91,38,94,40.4,3,10,30.0,12,17,70.6,18,34,52,26,6,7,16,22,-7
NYK,NYK vs. BOS,04/09/1996,W,240,97,34,72,47.2,6,11,54.5,23,27,85.2,4,28,32,25,14,4,15,21,4
BOS,BOS @ NYK,04/09/1996,L,240,93,36,74,48.6,3,12,25.0,18,25,72.0,8,28,36,15,9,2,19,22,-4
LAL,LAL @ DEN,04/09/1996,L,240,91,33,83,39.8,10,22,45.5,15,24,62.5,8,27,35,20,8,12,4,24,-7
DEN,DEN vs. LAL,04/09/1996,W,240,98,36,92,39.1,2,5,40.0,24,33,72.7,24,38,62,19,1,9,10,22,7
NJN,NJN vs. DET,04/09/1996,L,240,94,37,88,42.0,4,11,36.4,16,23,69.6,17,22,39,23,5,6,10,22,-17
DET,DET @ NJN,04/09/1996,W,240,111,39,70,55.7,15,23,65.2,18,28,64.3,11,34,45,24,5,4,15,24,17
