TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
NYK,NYK @ DET,04/28/1992,W,265,90,34,87,39.1,2,9,22.2,20,25,80.0,19,30,49,19,7,5,15,24,3
UTH,UTH @ LAC,04/28/1992,L,240,88,34,75,45.3,3,8,37.5,17,23,73.9,7,23,30,22,9,4,13,25,-10
LAC,LAC vs. UTH,04/28/1992,W,240,98,40,75,53.3,1,1,100.0,17,23,73.9,11,33,44,24,7,4,16,24,10
NJN,NJN vs. CLE,04/28/1992,W,240,109,48,95,50.5,7,11,63.6,6,13,46.2,15,23,38,34,13,11,16,31,5
CLE,CLE @ NJN,04/28/1992,L,240,104,38,87,43.7,1,10,10.0,27,32,84.4,24,28,52,22,6,4,23,25,-5
IND,IND vs. BOS,04/27/1992,L,240,98,32,77,41.6,5,11,45.5,29,42,69.0,16,29,45,23,8,3,15,32,-4
BOS,BOS @ IND,04/27/1992,W,240,102,38,79,48.1,1,3,33.3,25,43,58.1,16,32,48,24,10,6,13,28,4
LAC,LAC @ UTH,04/26/1992,L,240,92,40,87,46.0,1,9,11.1,11,25,44.0,20,24,44,15,5,6,12,30,-11
UTH,UTH vs. LAC,04/26/1992,W,240,103,34,71,47.9,1,4,25.0,34,44,77.3,12,35,47,23,5,7,12,22,11
PHX,PHX vs. SAN,04/26/1992,W,240,119,45,83,54.2,0,5,0.0,29,36,80.6,14,28,42,32,4,1,10,22,12
SAN,SAN @ PHX,04/26/1992,L,240,107,41,85,48.2,3,9,33.3,22,29,75.9,11,21,32,20,5,5,9,27,-12
NYK,NYK vs. DET,04/26/1992,L,240,88,35,91,38.5,2,7,28.6,16,20,80.0,20,29,49,23,2,6,5,21,-1
DET,DET @ NYK,04/26/1992,W,240,89,34,70,48.6,3,9,33.3,18,25,72.0,7,30,37,19,2,4,8,18,1
MIA,MIA @ CHI,04/26/1992,L,240,90,33,77,42.9,4,11,36.4,20,25,80.0,9,20,29,21,8,3,19,25,-30
CHI,CHI vs. MIA,04/26/1992,W,240,120,45,82,54.9,1,1,100.0,29,36,80.6,19,33,52,30,15,5,17,20,30
LAL,LAL @ POR,04/25/1992,L,240,79,31,80,38.8,2,4,50.0,15,22,68.2,12,23,35,18,6,6,13,20,-22
POR,POR vs. LAL,04/25/1992,W,240,101,43,98,43.9,3,8,37.5,12,19,63.2,22,33,55,27,9,9,13,19,22
NJN,NJN @ CLE,04/25/1992,L,240,96,38,91,41.8,3,9,33.3,17,22,77.3,11,25,36,22,11,8,14,25,-22
CLE,CLE vs. NJN,04/25/1992,W,240,118,45,84,53.6,0,7,0.0,28,33,84.8,12,32,44,32,7,6,13,17,22
BOS,BOS vs. IND,04/25/1992,W,265,119,47,107,43.9,1,2,50.0,24,28,85.7,21,34,55,27,6,5,11,27,7
IND,IND @ BOS,04/25/1992,L,265,112,37,83,44.6,7,17,41.2,31,33,93.9,6,30,36,22,6,6,13,27,-7
GOS,GOS vs. SEA,04/25/1992,W,240,115,42,88,47.7,3,9,33.3,28,42,66.7,16,32,48,21,7,5,11,28,14
SEA,SEA @ GOS,04/25/1992,L,240,101,36,87,41.4,5,18,27.8,24,28,85.7,10,31,41,24,4,4,18,35,-14
UTH,UTH vs. LAC,04/24/1992,W,240,115,44,78,56.4,0,1,0.0,27,33,81.8,15,24,39,30,11,4,12,20,18
LAC,LAC @ UTH,04/24/1992,L,240,97,38,78,48.7,4,5,80.0,17,21,81.0,13,20,33,22,5,2,15,23,-18
SAN,SAN @ PHX,04/24/1992,L,240,111,48,79,60.8,3,4,75.0,12,17,70.6,8,24,32,19,8,10,20,20,-6
PHX,PHX vs. SAN,04/24/1992,W,240,117,47,93,50.5,2,7,28.6,21,27,77.8,16,22,38,25,11,8,11,20,6
DET,DET @ NYK,04/24/1992,L,240,75,31,71,43.7,1,3,33.3,12,15,80.0,6,17,23,23,10,4,19,22,-34
NYK,NYK vs. DET,04/24/1992,W,240,109,42,83,50.6,4,7,57.1,21,26,80.8,18,32,50,27,15,4,20,22,34
CHI,CHI vs. MIA,04/24/1992,W,240,113,47,86,54.7,0,3,0.0,19,24,79.2,15,29,44,33,8,6,12,21,19
MIA,MIA @ CHI,04/24/1992,L,240,94,37,85,43.5,6,12,50.0,14,21,66.7,13,19,32,18,8,0,12,23,-19
POR,POR vs. LAL,04/23/1992,W,240,115,43,76,56.6,3,7,42.9,26,39,66.7,15,26,41,31,10,1,18,25,13
LAL,LAL @ POR,04/23/1992,L,240,102,34,68,50.0,2,6,33.3,32,37,86.5,6,18,24,19,10,2,17,29,-13
NJN,NJN @ CLE,04/23/1992,L,240,113,49,105,46.7,0,10,0.0,15,19,78.9,19,27,46,26,8,2,10,30,-7
CLE,CLE vs. NJN,04/23/1992,W,240,120,38,81,46.9,5,14,35.7,39,45,86.7,12,34,46,25,7,11,12,19,7
IND,IND @ BOS,04/23/1992,L,240,113,42,82,51.2,8,17,47.1,21,28,75.0,6,18,24,25,12,3,10,24,-11
BOS,BOS vs. IND,04/23/1992,W,240,124,47,87,54.0,0,1,0.0,30,32,93.8,16,32,48,24,7,2,13,20,11
SEA,SEA @ GOS,04/23/1992,W,240,117,43,84,51.2,0,6,0.0,31,42,73.8,22,30,52,22,7,6,15,27,8
GOS,GOS vs. SEA,04/23/1992,L,240,109,40,85,47.1,2,10,20.0,27,33,81.8,12,22,34,20,8,4,12,28,-8
