TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
CHI,CHI vs. WAS,04/24/2005,W,240,103,40,94,42.6,7,22,31.8,16,26,61.5,16,38,54,27,6,10,9,26,9
MIA,MIA vs. NJN,04/24/2005,W,240,116,42,71,59.2,9,15,60.0,23,35,65.7,7,35,42,21,4,2,10,21,18
NJN,NJN @ MIA,04/24/2005,L,240,98,34,78,43.6,10,22,45.5,20,26,76.9,11,28,39,22,5,0,8,27,-18
PHX,PHX vs. MEM,04/24/2005,W,240,114,42,93,45.2,15,32,46.9,15,18,83.3,14,34,48,28,5,5,9,17,11
MEM,MEM @ PHX,04/24/2005,L,240,103,41,88,46.6,9,21,42.9,12,15,80.0,11,35,46,23,5,6,13,17,-11
DEN,DEN @ SAS,04/24/2005,W,240,93,34,82,41.5,3,6,50.0,22,30,73.3,15,29,44,12,9,8,13,21,6
SAS,SAS vs. DEN,04/24/2005,L,240,87,34,81,42.0,3,13,23.1,16,19,84.2,12,33,45,22,6,8,17,23,-6
HOU,HOU @ DAL,04/23/2005,W,240,98,37,78,47.4,6,16,37.5,18,20,90.0,11,28,39,15,10,1,12,27,12
DAL,DAL vs. HOU,04/23/2005,L,240,86,24,68,35.3,5,13,38.5,33,42,78.6,19,25,44,12,4,7,13,20,-12
DET,DET vs. PHI,04/23/2005,W,240,106,42,81,51.9,6,16,37.5,16,24,66.7,12,36,48,24,9,10,15,19,21
PHI,PHI @ DET,04/23/2005,L,240,85,31,77,40.3,7,20,35.0,16,20,80.0,9,26,35,19,9,5,15,18,-21
SAC,SAC @ SEA,04/23/2005,L,240,82,34,88,38.6,5,24,20.8,9,15,60.0,21,23,44,17,4,9,14,22,-5
SEA,SEA vs. SAC,04/23/2005,W,240,87,31,85,36.5,4,15,26.7,21,28,75.0,22,29,51,16,9,5,11,21,5
BOS,BOS vs. IND,04/23/2005,W,240,102,38,74,51.4,10,18,55.6,16,25,64.0,4,29,33,24,14,6,11,30,20
